nombre_articulo,descripcion,modulo,ubicacion,asignacion,estado,fecha_de_adquisición,marca,codigo_interno,stock_actual,stock_critico,unidad_medida,es_perecible,grupo,categoria,presentacion,proveedor_referencia,medida,porcentaje_desperdicio,cantidad_minima,precio_referencial
QUESO PARMESANO,ABARROTES / QUESOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LAIVE,648,0,0,K,Si,ABARROTES,QUESOS,PORCION X 0.250 K,DEL CARMEN,1000,0,,77.93
QUESO RICOTTA,ABARROTES / QUESOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BELLIDO,649,0,0,K,Si,ABARROTES,QUESOS,PORCION X 0.5OO K,FRANCO,1000,0,,27
QUINUA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,VALENTINA,650,0,0,K,No,ABARROTES,,CAJA X 1 K,DEL CARMEN,1000,0,,9
QUINUA NEGRA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,VALENTINA,651,0,0,K,No,ABARROTES,,CAJA X 1 K,DEL CARMEN,500,0,,25
QUINUA POP,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SEIPROSA,652,0,0,KG,No,ABARROTES,,BOLSA X 0.100 K,DEL CARMEN,1000,0,,30
QUINUA ROJA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,VALENTINA,653,0,0,PQT,No,ABARROTES,,CAJA X 1 K,DEL CARMEN,500,0,,10.5
PULPA DE TAMARINDO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,631,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,13
RABANITO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,654,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,2.5
refresco chicha morada,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,858,0,0,k,Si,ABARROTES,,sobre x 15g,,1000,0,,50
REMOVEDORES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,656,0,0,CIENTO,No,ABARROTES,,PAQ X 100 U,DEL CARMEN,1,0,,19
RACACHA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,655,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,10
REPOLLO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,657,0,0,U,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,4.5
ROCOTO MESA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,658,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,7
ROCOTO RELLENO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,659,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,7
ROMERO SECO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,661,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0.2,,25
RON AÑEJO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BRUGAL,663,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,32
RON BLANCO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,APPLETON,662,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,27
RON BRUGAL BLANCO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BRUGAL,664,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,22
RON CARTAVIO BLANCO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RON CARTAVIO,665,0,0,L,No,ABARROTES,,BOTELLA X 1 L,DON PEDRITO,1,0,,18
RON CARTAVIO SELECTO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RON CARTAVIO,666,0,0,L,No,ABARROTES,,BOTELLA,DON PEDRITO,1000,0,,25
RON CARTAVIO SOLERA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RON CARTAVIO,667,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,57
RON DIPLOMATICO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DIPLOMATICO,668,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1000,0,,45
RON FLOR DE CAÑA 5,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,FLOR DE CAÑA,669,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,29
RON MYERS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MYERS,670,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,33
RON RUBIO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RON CARTAVIO,671,0,0,L,No,ABARROTES,,BOTELLA X 1L,DON PEDRITO,1000,0,,19.5
ROSAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,672,0,0,U,No,ABARROTES,,GRANEL,SAN CAMILO,12,0,,5
RUSSKAYA VODKA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RUSSKAYA,673,0,0,U,No,ABARROTES,,BOT,DON PEDRITO,1,0,,16
ROMERO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,660,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0.1,,2
SAKE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,TAKARA MIRIN,675,0,0,L,No,ABARROTES,,BOT X 0.750 L,DEL CARMEN,1000,0,,66
SAL,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SAL MARINA,676,0,0,K,No,ABARROTES,,BOLSA X 25 U,DEL CARMEN,1000,0,,1.24
SAL DE MARAS PARRILLA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SAL MARAS,677,0,0,K,No,ABARROTES,,BOLSA X 0.500 K,FRANCO,1,0,,13
SAL GRUESA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DOS ANCLAS,678,0,0,K,No,ABARROTES,,CAJA X 1K,DEL CARMEN,1000,0,,10.5
SALAME,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RICO POLLO,679,0,0,K,Si,ABARROTES,,PAQ X 0.200 K,DEL CARMEN,1000,0,,41
SALCHICHAS AQP,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RICO POLLO,680,0,0,K,Si,ABARROTES,,PAQUETE,DEL CARMEN,1000,0,,38
SALMON,CARNICOP / PESCADOS Y MARISCOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MIKUNA,681,0,0,K,Si,CARNICOP,PESCADOS Y MARISCOS,PORCION X 1 K,FRANCO,1000,0,,75.5
SALSA BARBACOA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,HUNTS,682,0,0,L,No,ABARROTES,,BOT X 0.510 L,DEL CARMEN,1000,0,,16.9811320754717
SALSA HOISIN,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LEE KUM KEE,683,0,0,L,No,ABARROTES,,FRAS X 0.400 K,DEL CARMEN,1000,0,,8
SALSA INGLESA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LEA & PERRINS,684,0,0,L,No,ABARROTES,,BOT X 0.290 L,DEL CARMEN,1000,0,,40.25
SALSA OSTION,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,PANDA,685,0,0,L,No,ABARROTES,,BOT X 0.907 L,DEL CARMEN,1000,0,,17.22
SALSA PESCADO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,TIPAROS,686,0,0,L,No,ABARROTES,,BOT X 0.700 L,DEL CARMEN,1000,0,,21.42857142857143
SALSA TOMATE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MOLITALIA,687,0,0,K,No,ABARROTES,,SACHET X 0.245 K,DEL CARMEN,1000,0,,10
SALSEROS PLASTICO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,688,0,0,U,No,ABARROTES,,U,PLASTICOS,100,0,,4
SALVADO DE TRIGO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SEIPROSA,689,0,0,K,No,ABARROTES,,BOLSA X 0.350 K,DEL CARMEN,1000,0,,7.142857142857143
SACHATOMATE,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,674,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,8
SALVIA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,690,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,3.5
RABO DE RES,,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,,0,0,Sin unidad,Si,,,,,,,,15
SANCOCHADO RES,CARNICO / RES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,692,0,0,K,Si,CARNICO,RES,GRANEL,MARVE,1000,0,,13.8
SANCAYO,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,691,0,0,U,Si,FRUTA,,GRANEL,DEL CARMEN,1,0,,5
SARANDAJAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,694,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,NO TIENEN
SECADOR BLANCO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,695,0,0,U,No,ABARROTES,,U,DEL CARMEN,1000,2,,4
SEMILLA MOSTAZA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,696,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,70
SEMILLAS CULANTRO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BADIA,697,0,0,K,No,ABARROTES,,FRASCO X 0.340 K,DEL CARMEN,1000,0,,21
SEMOLA FINA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,698,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,3.5
SENCCA DE RES,,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,,0,0,Sin unidad,Si,,,,,1000,0,,
SERVILLETAS COCKTAIL,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,ELITE,699,0,0,PQT,No,ABARROTES,,PAQ X 40,DEL CARMEN,40,0,,2
SHIITAKE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,700,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,115
SILLAO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,AJIONOSILLAO,701,0,0,L,No,ABARROTES,,BOT X 0.500 L,DEL CARMEN,1000,0,,5.8
SILLAO CHAMPIGNON,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LEE KUM KEE,702,0,0,L,No,ABARROTES,,BOT X 0.500 L,DEL CARMEN,1000,0,,13
SILLAO CLARO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LEE KUM KEE,703,0,0,L,No,ABARROTES,,BOT X 0.500 L,DEL CARMEN,1000,0,,38
SILLAO OSCURO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LEE KUM KEE,704,0,0,L,No,ABARROTES,,BOT X 0.500 L,DEL CARMEN,1000,0,,13
SOLOMILLO CERDO,CARNICO / CERDO,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,706,0,0,K,Si,CARNICO,CERDO,GRANEL,MARVE,1000,0.05,,25
SORBETES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,707,0,0,PQT,No,ABARROTES,,PAQ X 100 U,DEL CARMEN,1,0,,1.5
SPAGHETTI,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DON VITORIO,708,0,0,K,No,ABARROTES,,PAQ X 0.500 L,DEL CARMEN,1000,0,,4.8
SPRITE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SPRITE,709,0,0,L,No,ABARROTES,,BOT X 0.500 L,DEL CARMEN,1000,0,,4
TABASCO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BRAND PEPPER SAUCE,710,0,0,L,No,ABARROTES,,BOTELLA X 0.060 L,DEL CARMEN,1000,0,,191.66666666666669
TALLARIN DELGADO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DON VITORIO,711,0,0,K,No,ABARROTES,,PAQUETE X .0500 K,DEL CARMEN,1000,0,,4.8
TALLARIN GRUESO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DON VITORIO,712,0,0,K,No,ABARROTES,,PAQ 0.500 K,DEL CARMEN,1000,0,,4.8
TAMARINDO,,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,805,0,0,Sin unidad,Si,,,,DEL CARMEN,1000,0,,
TAPER X 1L,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,713,0,0,U,No,ABARROTES,,PAQ X 100U,DEL CARMEN,1000,5,,43
TAUSI,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MI HON TON FON,714,0,0,K,No,ABARROTES,,FRAS X 0.500 K,DEL CARMEN,1000,0,,7.5
TE EARL GREY,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,715,0,0,SOB,No,ABARROTES,,CAJA X 20 U,DEL CARMEN,1,0,,0.18
TE PURO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MC COLINS,716,0,0,U,No,ABARROTES,,CAJA X 25 SOBRES,DEL CARMEN,1000,0,,0.07200000000000001
TE VERDE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,HERVI,717,0,0,U,No,ABARROTES,,CAJA X 20 U,DEL CARMEN,1000,0,,0.2
TENEDORES DESCARTABLES CHICOS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,CUBIERTOS GOLAZO,718,0,0,CIENTO,No,ABARROTES,,BOLSA,DEL CARMEN,100,0,,2
